"dm_id","dm_l1_name","dm_l2_name","dm_l3_name","dm_seq","dm_sort_l1","dm_sort_l2","dm_sort_l3","dm_phase","msr_id","msr_section","msr_table","msr_name","msr_data_url","msr_population_or_survey","msr_survey size","msr_min_geo_resolution","src_org","src_name","src_url","src_year_first_published","src_year_last_published","src_discontinuity","src_pub_frequency","src_pub_lag_months","src_data_provider","src_statistic_class","src_methodology_url","src_quality_url","msr_strength","dm_func_seq","dm_l1_l2_name","dm_l1_l3_name","msr_strength_l1_fix","msr_strength_l2_fix","phase_bitmap"
1,"Funders","Budget","Local authorities",10,1001,2001,3001,"supply",338.0,"Revenue Account Budget by LA","348","Social support: Substance misuse support","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0011"
1,"Funders","Budget","Local authorities",11,1001,2001,3001,"supply",339.0,"Revenue Account Budget by LA","349","Social support: Asylum seeker support","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0110"
1,"Funders","Budget","Local authorities",12,1001,2001,3001,"supply",340.0,"Revenue Account Budget by LA","350","Social support: Support for carer","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0010"
1,"Funders","Budget","Local authorities",13,1001,2001,3001,"supply",341.0,"Revenue Account Budget by LA","351","Social support: Social Isolation","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0110"
1,"Funders","Budget","Local authorities",14,1001,2001,3001,"supply",342.0,"Revenue Account Budget by LA","353","Assistive equipment and technology","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0110"
1,"Funders","Budget","Local authorities",15,1001,2001,3001,"supply",343.0,"Revenue Account Budget by LA","354","Social care activities","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0110"
1,"Funders","Budget","Local authorities",16,1001,2001,3001,"supply",344.0,"Revenue Account Budget by LA","355","Information and early intervention","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0110"
1,"Funders","Budget","Local authorities",17,1001,2001,3001,"supply",345.0,"Revenue Account Budget by LA","356","Commissioning and service delivery","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0110"
1,"Funders","Budget","Local authorities",18,1001,2001,3001,"supply",346.0,"Specific and Special Revenue Grants Budget by LA","315","Social Care Support Grant","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812518/SG_2019-20_data_by_LA.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0010"
1,"Funders","Budget","Local authorities",19,1001,2001,3001,"supply",347.0,"Specific and Special Revenue Grants Budget by LA","323","Improved Better Care Fund","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812518/SG_2019-20_data_by_LA.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0010"
1,"Funders","Budget","Local authorities",20,1001,2001,3001,"supply",348.0,"Specific and Special Revenue Grants Budget by LA","330","Former Independent Living Fund recipient grant ","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812518/SG_2019-20_data_by_LA.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.89,0.89,"0010"
1,"Funders","Budget","Local authorities",21,1001,2001,3001,"supply",364.0,"Nat Conditions & s75","Nat Conditions & s75","Agreement on BCF national conditions","https://www.england.nhs.uk/wp-content/uploads/2018/11/bcf-q4-18-19-data-aggregation.xlsx","Population","","LA/HWB","NHS England","Better Care Fund: Data Collection and Performance Report","https://www.england.nhs.uk/publication/better-care-fund-quarterly-performance-report-2018-19/",2015.0,2018.0,"0","Quarterly","7","DHSC, MHCLG, NHS England, LGA, NHS Digital","Management Information","TBD","TBD",0.73,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.73,0.73,"0110"
1,"Funders","Budget","Local authorities",22,1001,2001,3001,"supply",383.0,"Funding allocation","Table A","Distribution of 2018-19 additional iBCF funding across the three purposes for which it was intended, Health and Wellbeing Board returns (Quarter 4 / Year-End 2018-19)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/836599/iBCF_LA_data_1819.xlsx","Population","","LA/HWB","Ministry of Housing, Communities & Local Government","Improved Better Care Fund (iBCF): Quarterly and year-end reporting","https://www.gov.uk/government/publications/improved-better-care-fund-2018-19-quarterly-and-year-end-reporting",2015.0,2018.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","Management Information","TBD","TBD",0.69,"1.1.01","Funders : Budget","Funders : Budget : Local authorities",0.69,0.69,"0110"
2,"Funders","Budget","Central government",23,1001,2001,3002,"supply",328.0,"Revenue Account Budget by LA","332","Physical support - adults (18–64)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.02","Funders : Budget","Funders : Budget : Central government",0.0,0.0,"0011"
2,"Funders","Budget","Central government",24,1001,2001,3002,"supply",329.0,"Revenue Account Budget by LA","333","Physical support - older people (65+)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.02","Funders : Budget","Funders : Budget : Central government",0.0,0.0,"0011"
2,"Funders","Budget","Central government",25,1001,2001,3002,"supply",330.0,"Revenue Account Budget by LA","334","Sensory support - adults (18–64)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.02","Funders : Budget","Funders : Budget : Central government",0.0,0.0,"0011"
2,"Funders","Budget","Central government",26,1001,2001,3002,"supply",331.0,"Revenue Account Budget by LA","335","Sensory support - older people (65+)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.02","Funders : Budget","Funders : Budget : Central government",0.0,0.0,"0011"
2,"Funders","Budget","Central government",27,1001,2001,3002,"supply",332.0,"Revenue Account Budget by LA","336","Support with memory and cognition - adults (18–64)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.02","Funders : Budget","Funders : Budget : Central government",0.0,0.0,"0011"
2,"Funders","Budget","Central government",28,1001,2001,3002,"supply",333.0,"Revenue Account Budget by LA","337","Support with memory and cognition - older people (65+)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.02","Funders : Budget","Funders : Budget : Central government",0.0,0.0,"0011"
2,"Funders","Budget","Central government",29,1001,2001,3002,"supply",334.0,"Revenue Account Budget by LA","340","Learning disability support - adults (18–64)","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/853005/RA_2019-20_data_by_LA_upd.xlsx","Population","","LA","Ministry of Housing, Communities & Local Government","LA revenue expenditure and financing","https://www.gov.uk/government/collections/local-authority-revenue-expenditure-and-financing",2008.0,2019.0,"0","Annual","TBD","Ministry of Housing, Communities & Local Government","National","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/812505/Local_Authority_Revenue_Expenditure_and_Financing_2019-20_Budget__England.pdf",0.89,"1.1.02","Funders : Budget","Funders : Budget : Central government",0.0,0.0,"0011"
